user_id,age_group,proficiency_level,event_id,event_name,topic,difficulty_level,content_type,question,user_answer,correct_answer,is_correct,response_time_sec,hint_used,attempts,score,engagement_level,next_recommended_difficulty,feedback
U004284,Teen,Beginner,E102,World War II,War,Medium,Simulation,Identify which country invaded Poland in 1939?,Germany,Germany,1,34,No,3,19,High,Hard,"Good effort, review the topic."
U004285,Child,Intermediate,E104,Cold War,Politics,Hard,Quiz,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,22,Yes,3,10,Medium,Hard,You're improving steadily.
U004286,Teen,Intermediate,E102,World War II,War,Easy,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,13,Yes,1,14,High,Medium,Excellent understanding!
U004287,Adult,Beginner,E102,World War II,War,Hard,Simulation,Can you tell what ended World War II in Japan?,Atomic bombings,Atomic bombings,1,21,Yes,2,10,Medium,Hard,Great job! Keep progressing.
U004288,Teen,Intermediate,E102,World War II,War,Easy,Quiz,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,17,No,1,16,High,Medium,"Good effort, review the topic."
U004289,Adult,Advanced,E102,World War II,War,Medium,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,24,No,2,13,High,Hard,You're improving steadily.
U004290,Child,Intermediate,E102,World War II,War,Medium,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,7,Yes,2,12,Medium,Hard,Excellent understanding!
U004291,Child,Beginner,E101,French Revolution,Revolution,Easy,Challenge,When did the French Revolution begin?,France,1789,0,16,Yes,3,4,Medium,Easy,Excellent understanding!
U004292,Teen,Advanced,E101,French Revolution,Revolution,Easy,Quiz,When did the French Revolution begin?,1945,1789,0,10,Yes,2,3,Medium,Easy,"Good effort, review the topic."
U004293,Child,Beginner,E102,World War II,War,Easy,Simulation,What ended World War II in Japan?,Atomic bombings,Atomic bombings,1,24,Yes,2,19,Low,Medium,Excellent understanding!
U004294,Teen,Beginner,E104,Cold War,Politics,Medium,Quiz,Which two superpowers were involved?,USA and USSR,USA and USSR,1,26,Yes,3,12,Low,Hard,Consider revising this concept.
U004295,Adult,Intermediate,E103,American Revolution,Revolution,Easy,Simulation,What year was the Declaration of Independence signed?,1776,1776,1,38,No,3,14,Low,Medium,Great job! Keep progressing.
U004296,Child,Beginner,E105,Indus Valley Civilization,Culture,Easy,Simulation,Which river was central to this civilization?,Indus,Indus,1,30,No,3,12,Medium,Medium,Great job! Keep progressing.
U004297,Child,Advanced,E102,World War II,War,Medium,Quiz,Which country invaded Poland in 1939?,France,Germany,0,31,Yes,1,4,High,Easy,Consider revising this concept.
U004298,Child,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,Who was the first President of the United States?,France,George Washington,0,27,No,3,7,Low,Easy,Great job! Keep progressing.
U004299,Teen,Beginner,E102,World War II,War,Medium,Simulation,Which country invaded Poland in 1939?,Random guess,Germany,0,18,No,2,7,High,Easy,Consider revising this concept.
U004300,Adult,Beginner,E105,Indus Valley Civilization,Culture,Hard,Simulation,Which river was central to this civilization?,Indus,Indus,1,38,Yes,3,16,Low,Hard,You're improving steadily.
U004301,Teen,Beginner,E101,French Revolution,Revolution,Hard,Challenge,When did the French Revolution begin?,Random guess,1789,0,33,Yes,2,0,Medium,Easy,Consider revising this concept.
U004302,Child,Beginner,E103,American Revolution,Revolution,Hard,Challenge,Which country did America gain independence from?,Random guess,Britain,0,15,No,1,1,Medium,Easy,"Good effort, review the topic."
U004303,Child,Advanced,E101,French Revolution,Revolution,Easy,Quiz,Can you tell what was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,19,No,3,13,Medium,Medium,Consider revising this concept.
U004304,Adult,Intermediate,E102,World War II,War,Hard,Quiz,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,16,Yes,2,11,High,Hard,"Good effort, review the topic."
U004305,Teen,Beginner,E105,Indus Valley Civilization,Culture,Easy,Simulation,Can you tell what type of writing system did they use?,France,Undeciphered script,0,10,No,2,2,High,Easy,Great job! Keep progressing.
U004306,Child,Beginner,E101,French Revolution,Revolution,Hard,Simulation,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,9,No,3,13,Medium,Hard,Consider revising this concept.
U004307,Child,Advanced,E101,French Revolution,Revolution,Hard,Simulation,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,33,Yes,2,11,Medium,Hard,Consider revising this concept.
U004308,Teen,Beginner,E101,French Revolution,Revolution,Medium,Simulation,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,30,No,1,17,Low,Hard,"Good effort, review the topic."
U004309,Adult,Intermediate,E104,Cold War,Politics,Hard,Challenge,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,29,Yes,3,20,Low,Hard,Great job! Keep progressing.
U004310,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Challenge,Which river was central to this civilization?,Indus,Indus,1,34,Yes,1,13,Low,Medium,Great job! Keep progressing.
U004311,Child,Advanced,E104,Cold War,Politics,Hard,Quiz,Which two superpowers were involved?,USA and USSR,USA and USSR,1,12,No,3,15,Low,Hard,Excellent understanding!
U004312,Teen,Advanced,E105,Indus Valley Civilization,Culture,Easy,Quiz,What was a key feature of Indus cities?,Advanced drainage,Advanced drainage,1,21,Yes,1,18,High,Medium,You're improving steadily.
U004313,Adult,Intermediate,E103,American Revolution,Revolution,Easy,Simulation,What year was the Declaration of Independence signed?,1776,1776,1,18,Yes,1,19,Low,Medium,You're improving steadily.
U004314,Teen,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Simulation,Which river was central to this civilization?,Indus,Indus,1,15,No,3,12,Medium,Medium,Great job! Keep progressing.
U004315,Teen,Advanced,E105,Indus Valley Civilization,Culture,Easy,Simulation,Can you tell what type of writing system did they use?,Undeciphered script,Undeciphered script,1,22,No,2,12,Low,Medium,Excellent understanding!
U004316,Child,Advanced,E101,French Revolution,Revolution,Hard,Quiz,When did the French Revolution begin?,I don't know,1789,0,23,Yes,1,5,High,Easy,You're improving steadily.
U004317,Adult,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Quiz,Which river was central to this civilization?,Indus,Indus,1,26,No,3,16,High,Medium,Consider revising this concept.
U004318,Teen,Advanced,E102,World War II,War,Hard,Quiz,Who was the leader of Nazi Germany?,1945,Adolf Hitler,0,22,Yes,1,5,Low,Easy,Excellent understanding!
U004319,Adult,Advanced,E105,Indus Valley Civilization,Culture,Hard,Challenge,Which river was central to this civilization?,Indus,Indus,1,23,No,3,19,Medium,Hard,Consider revising this concept.
U004320,Adult,Beginner,E102,World War II,War,Medium,Challenge,Which country invaded Poland in 1939?,France,Germany,0,32,Yes,2,7,Low,Easy,Great job! Keep progressing.
U004321,Adult,Beginner,E102,World War II,War,Hard,Quiz,Which country invaded Poland in 1939?,Germany,Germany,1,26,Yes,3,14,Low,Hard,Consider revising this concept.
U004322,Adult,Intermediate,E104,Cold War,Politics,Hard,Challenge,Which two superpowers were involved?,USA and USSR,USA and USSR,1,36,No,2,10,Low,Hard,Great job! Keep progressing.
U004323,Child,Advanced,E102,World War II,War,Medium,Quiz,Who was the leader of Nazi Germany?,I don't know,Adolf Hitler,0,27,No,1,2,High,Easy,"Good effort, review the topic."
U004324,Child,Advanced,E101,French Revolution,Revolution,Medium,Challenge,When did the French Revolution begin?,1789,1789,1,7,Yes,2,17,Medium,Hard,You're improving steadily.
U004325,Adult,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,Who was the first President of the United States?,Random guess,George Washington,0,13,No,2,8,High,Easy,Great job! Keep progressing.
U004326,Child,Advanced,E102,World War II,War,Medium,Quiz,Can you tell what ended World War II in Japan?,Atomic bombings,Atomic bombings,1,14,Yes,1,14,Low,Hard,"Good effort, review the topic."
U004327,Child,Beginner,E104,Cold War,Politics,Easy,Challenge,Identify which wall divided Berlin?,Berlin Wall,Berlin Wall,1,6,No,3,16,Low,Medium,You're improving steadily.
U004328,Teen,Advanced,E105,Indus Valley Civilization,Culture,Medium,Quiz,What type of writing system did they use?,I don't know,Undeciphered script,0,21,No,2,5,Low,Easy,Consider revising this concept.
U004329,Child,Advanced,E105,Indus Valley Civilization,Culture,Hard,Simulation,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,17,Yes,3,18,High,Hard,Great job! Keep progressing.
U004330,Teen,Intermediate,E102,World War II,War,Easy,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,26,No,1,19,Medium,Medium,Excellent understanding!
U004331,Adult,Advanced,E103,American Revolution,Revolution,Medium,Quiz,Can you tell what year was the Declaration of Independence signed?,1776,1776,1,24,No,3,15,Low,Hard,You're improving steadily.
U004332,Teen,Intermediate,E103,American Revolution,Revolution,Easy,Simulation,Identify which country did America gain independence from?,Random guess,Britain,0,37,Yes,1,0,High,Easy,Excellent understanding!
U004333,Child,Intermediate,E104,Cold War,Politics,Easy,Simulation,Can you tell what was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,25,No,1,13,High,Medium,Consider revising this concept.
U004334,Child,Beginner,E102,World War II,War,Easy,Quiz,Which country invaded Poland in 1939?,Germany,Germany,1,7,Yes,1,15,High,Medium,Great job! Keep progressing.
U004335,Adult,Intermediate,E102,World War II,War,Hard,Simulation,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,25,Yes,2,16,Medium,Hard,Great job! Keep progressing.
U004336,Teen,Beginner,E105,Indus Valley Civilization,Culture,Hard,Simulation,Which river was central to this civilization?,France,Indus,0,22,No,3,3,Low,Easy,You're improving steadily.
U004337,Teen,Advanced,E103,American Revolution,Revolution,Medium,Challenge,Name the person who was the first President of the United States?,France,George Washington,0,30,Yes,1,1,High,Easy,"Good effort, review the topic."
U004338,Child,Intermediate,E105,Indus Valley Civilization,Culture,Hard,Simulation,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,25,Yes,1,18,High,Hard,Consider revising this concept.
U004339,Teen,Intermediate,E101,French Revolution,Revolution,Medium,Simulation,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,37,No,2,15,Low,Hard,You're improving steadily.
U004340,Adult,Intermediate,E103,American Revolution,Revolution,Easy,Quiz,Identify which country did America gain independence from?,Britain,Britain,1,6,Yes,1,15,Low,Medium,"Good effort, review the topic."
U004341,Teen,Advanced,E103,American Revolution,Revolution,Easy,Simulation,Identify which country did America gain independence from?,Britain,Britain,1,30,Yes,2,16,High,Medium,Excellent understanding!
U004342,Adult,Advanced,E104,Cold War,Politics,Medium,Quiz,Which two superpowers were involved?,USA and USSR,USA and USSR,1,10,No,3,15,High,Hard,You're improving steadily.
U004343,Child,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Identify which country did America gain independence from?,Britain,Britain,1,11,No,3,11,High,Hard,"Good effort, review the topic."
U004344,Teen,Intermediate,E101,French Revolution,Revolution,Hard,Challenge,Can you tell what was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,14,Yes,1,11,High,Hard,"Good effort, review the topic."
U004345,Adult,Beginner,E102,World War II,War,Hard,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,36,No,2,19,Medium,Hard,Great job! Keep progressing.
U004346,Adult,Beginner,E104,Cold War,Politics,Hard,Quiz,Which two superpowers were involved?,USA and USSR,USA and USSR,1,19,Yes,2,15,High,Hard,Great job! Keep progressing.
U004347,Child,Intermediate,E101,French Revolution,Revolution,Hard,Quiz,What was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,24,Yes,2,19,Low,Hard,Excellent understanding!
U004348,Child,Beginner,E102,World War II,War,Hard,Quiz,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,34,No,1,10,High,Hard,"Good effort, review the topic."
U004349,Teen,Intermediate,E102,World War II,War,Easy,Challenge,Name the person who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,33,No,1,17,High,Medium,"Good effort, review the topic."
U004350,Child,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,Name the person who was the first President of the United States?,I don't know,George Washington,0,31,Yes,2,1,Medium,Easy,You're improving steadily.
U004351,Child,Beginner,E104,Cold War,Politics,Medium,Simulation,Which two superpowers were involved?,USA and USSR,USA and USSR,1,25,Yes,2,15,Low,Hard,"Good effort, review the topic."
U004352,Teen,Advanced,E103,American Revolution,Revolution,Easy,Simulation,What year was the Declaration of Independence signed?,1776,1776,1,8,No,2,20,High,Medium,"Good effort, review the topic."
U004353,Teen,Beginner,E102,World War II,War,Hard,Quiz,Identify which country invaded Poland in 1939?,Germany,Germany,1,25,Yes,2,14,High,Hard,Excellent understanding!
U004354,Teen,Beginner,E102,World War II,War,Hard,Challenge,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,35,No,1,18,High,Hard,Excellent understanding!
U004355,Child,Intermediate,E101,French Revolution,Revolution,Medium,Simulation,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,33,Yes,1,17,Medium,Hard,Great job! Keep progressing.
U004356,Teen,Beginner,E102,World War II,War,Easy,Challenge,Which country invaded Poland in 1939?,Germany,Germany,1,21,No,2,14,Medium,Medium,Consider revising this concept.
U004357,Teen,Advanced,E101,French Revolution,Revolution,Medium,Quiz,Name the person who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,23,Yes,2,13,Medium,Hard,You're improving steadily.
U004358,Adult,Advanced,E103,American Revolution,Revolution,Easy,Challenge,Can you tell what year was the Declaration of Independence signed?,1776,1776,1,35,No,2,20,Low,Medium,"Good effort, review the topic."
U004359,Teen,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Name the person who was the first President of the United States?,George Washington,George Washington,1,35,Yes,1,10,Low,Hard,Excellent understanding!
U004360,Child,Advanced,E101,French Revolution,Revolution,Hard,Challenge,What was the main cause of the French Revolution?,1945,Economic inequality,0,27,No,1,8,Low,Easy,You're improving steadily.
U004361,Child,Advanced,E104,Cold War,Politics,Hard,Challenge,Can you tell what was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,13,Yes,2,13,Low,Hard,Great job! Keep progressing.
U004362,Child,Advanced,E104,Cold War,Politics,Medium,Challenge,Which wall divided Berlin?,1945,Berlin Wall,0,20,No,3,1,Medium,Easy,Excellent understanding!
U004363,Child,Advanced,E105,Indus Valley Civilization,Culture,Hard,Quiz,Can you tell what was a key feature of Indus cities?,Advanced drainage,Advanced drainage,1,25,No,2,15,High,Hard,Great job! Keep progressing.
U004364,Teen,Intermediate,E101,French Revolution,Revolution,Easy,Challenge,When did the French Revolution begin?,1789,1789,1,16,No,3,14,Low,Medium,"Good effort, review the topic."
U004365,Teen,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,What year was the Declaration of Independence signed?,1776,1776,1,32,Yes,3,20,Medium,Hard,Great job! Keep progressing.
U004366,Adult,Intermediate,E105,Indus Valley Civilization,Culture,Hard,Simulation,Can you tell what was a key feature of Indus cities?,1945,Advanced drainage,0,7,No,2,4,High,Easy,"Good effort, review the topic."
U004367,Adult,Intermediate,E104,Cold War,Politics,Hard,Quiz,Which two superpowers were involved?,USA and USSR,USA and USSR,1,30,No,2,17,Medium,Hard,Consider revising this concept.
U004368,Adult,Intermediate,E105,Indus Valley Civilization,Culture,Hard,Challenge,Which river was central to this civilization?,France,Indus,0,28,No,1,2,Medium,Easy,You're improving steadily.
U004369,Teen,Beginner,E101,French Revolution,Revolution,Easy,Challenge,Who was executed during the Reign of Terror?,France,Louis XVI,0,13,Yes,1,6,Low,Easy,Consider revising this concept.
U004370,Adult,Beginner,E105,Indus Valley Civilization,Culture,Easy,Quiz,Can you tell what type of writing system did they use?,Undeciphered script,Undeciphered script,1,7,Yes,1,10,Low,Medium,"Good effort, review the topic."
U004371,Adult,Beginner,E101,French Revolution,Revolution,Hard,Challenge,When did the French Revolution begin?,France,1789,0,20,Yes,3,0,Medium,Easy,Excellent understanding!
U004372,Child,Advanced,E105,Indus Valley Civilization,Culture,Hard,Challenge,Which river was central to this civilization?,Indus,Indus,1,21,Yes,1,17,Low,Hard,Consider revising this concept.
U004373,Teen,Advanced,E101,French Revolution,Revolution,Easy,Quiz,When did the French Revolution begin?,1789,1789,1,5,No,2,15,Medium,Medium,Great job! Keep progressing.
U004374,Child,Intermediate,E104,Cold War,Politics,Hard,Quiz,What was the Truman Doctrine?,I don't know,Policy to contain communism,0,13,No,3,1,High,Easy,Excellent understanding!
U004375,Child,Beginner,E105,Indus Valley Civilization,Culture,Medium,Challenge,Can you tell what type of writing system did they use?,Undeciphered script,Undeciphered script,1,35,No,2,13,Medium,Hard,You're improving steadily.
U004376,Adult,Advanced,E101,French Revolution,Revolution,Easy,Challenge,When did the French Revolution begin?,1789,1789,1,18,Yes,2,17,Low,Medium,Excellent understanding!
U004377,Teen,Intermediate,E103,American Revolution,Revolution,Easy,Quiz,What year was the Declaration of Independence signed?,1776,1776,1,8,Yes,2,17,High,Medium,"Good effort, review the topic."
U004378,Teen,Intermediate,E102,World War II,War,Easy,Simulation,Identify which country invaded Poland in 1939?,I don't know,Germany,0,15,Yes,2,0,Low,Easy,You're improving steadily.
U004379,Adult,Beginner,E102,World War II,War,Hard,Quiz,Name the person who was the leader of Nazi Germany?,1945,Adolf Hitler,0,33,Yes,1,7,High,Easy,Excellent understanding!
U004380,Child,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Which country did America gain independence from?,France,Britain,0,27,Yes,2,1,Low,Easy,"Good effort, review the topic."
U004381,Adult,Advanced,E102,World War II,War,Medium,Quiz,Which country invaded Poland in 1939?,Germany,Germany,1,22,No,2,18,High,Hard,Consider revising this concept.
U004382,Teen,Intermediate,E103,American Revolution,Revolution,Easy,Quiz,Which country did America gain independence from?,Britain,Britain,1,31,No,2,15,Medium,Medium,"Good effort, review the topic."
U004383,Teen,Advanced,E103,American Revolution,Revolution,Easy,Quiz,Which country did America gain independence from?,France,Britain,0,6,No,1,6,High,Easy,Excellent understanding!
U004384,Teen,Advanced,E105,Indus Valley Civilization,Culture,Medium,Simulation,Which river was central to this civilization?,1945,Indus,0,10,Yes,1,8,Medium,Easy,Great job! Keep progressing.
U004385,Adult,Beginner,E102,World War II,War,Medium,Challenge,Which country invaded Poland in 1939?,France,Germany,0,8,No,3,3,Medium,Easy,Great job! Keep progressing.
U004386,Adult,Intermediate,E103,American Revolution,Revolution,Medium,Simulation,Which country did America gain independence from?,Britain,Britain,1,25,No,1,17,High,Hard,Excellent understanding!
U004387,Adult,Intermediate,E102,World War II,War,Medium,Challenge,Which country invaded Poland in 1939?,Germany,Germany,1,11,No,1,18,Medium,Hard,Consider revising this concept.
U004388,Child,Intermediate,E105,Indus Valley Civilization,Culture,Easy,Challenge,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,39,Yes,2,20,Medium,Medium,Excellent understanding!
U004389,Child,Beginner,E103,American Revolution,Revolution,Hard,Quiz,Who was the first President of the United States?,George Washington,George Washington,1,25,No,2,13,Medium,Hard,You're improving steadily.
U004390,Teen,Intermediate,E101,French Revolution,Revolution,Hard,Challenge,When did the French Revolution begin?,1789,1789,1,39,No,1,13,High,Hard,Consider revising this concept.
U004391,Teen,Advanced,E104,Cold War,Politics,Easy,Challenge,Which two superpowers were involved?,USA and USSR,USA and USSR,1,25,No,3,12,Low,Medium,"Good effort, review the topic."
U004392,Teen,Beginner,E104,Cold War,Politics,Medium,Challenge,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,32,Yes,1,10,High,Hard,You're improving steadily.
U004393,Child,Intermediate,E104,Cold War,Politics,Medium,Quiz,What was the Truman Doctrine?,I don't know,Policy to contain communism,0,38,No,2,8,Medium,Easy,"Good effort, review the topic."
U004394,Adult,Intermediate,E102,World War II,War,Medium,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,7,No,2,11,High,Hard,Consider revising this concept.
U004395,Child,Beginner,E102,World War II,War,Medium,Challenge,What ended World War II in Japan?,Atomic bombings,Atomic bombings,1,29,Yes,2,12,Medium,Hard,Excellent understanding!
U004396,Teen,Beginner,E102,World War II,War,Medium,Quiz,Identify which country invaded Poland in 1939?,Germany,Germany,1,25,Yes,3,20,Medium,Hard,Consider revising this concept.
U004397,Child,Intermediate,E104,Cold War,Politics,Medium,Challenge,Which two superpowers were involved?,USA and USSR,USA and USSR,1,9,Yes,3,17,High,Hard,Consider revising this concept.
U004398,Child,Intermediate,E103,American Revolution,Revolution,Easy,Challenge,Which country did America gain independence from?,Britain,Britain,1,36,No,1,19,Medium,Medium,"Good effort, review the topic."
U004399,Child,Intermediate,E102,World War II,War,Easy,Quiz,Which country invaded Poland in 1939?,Germany,Germany,1,17,No,3,15,High,Medium,You're improving steadily.
U004400,Child,Beginner,E105,Indus Valley Civilization,Culture,Medium,Simulation,What was a key feature of Indus cities?,Random guess,Advanced drainage,0,40,No,2,8,High,Easy,Excellent understanding!
U004401,Teen,Intermediate,E103,American Revolution,Revolution,Medium,Quiz,Identify which country did America gain independence from?,Britain,Britain,1,10,No,1,10,Medium,Hard,Excellent understanding!
U004402,Adult,Intermediate,E102,World War II,War,Easy,Quiz,Can you tell what ended World War II in Japan?,Random guess,Atomic bombings,0,29,Yes,2,3,High,Easy,You're improving steadily.
U004403,Child,Advanced,E102,World War II,War,Easy,Simulation,Which country invaded Poland in 1939?,Germany,Germany,1,27,No,3,15,Low,Medium,"Good effort, review the topic."
U004404,Teen,Intermediate,E104,Cold War,Politics,Medium,Challenge,Which two superpowers were involved?,USA and USSR,USA and USSR,1,16,No,1,18,Medium,Hard,"Good effort, review the topic."
U004405,Teen,Beginner,E102,World War II,War,Hard,Challenge,Who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,22,No,1,10,Low,Hard,Excellent understanding!
U004406,Child,Advanced,E101,French Revolution,Revolution,Hard,Simulation,When did the French Revolution begin?,1789,1789,1,25,Yes,3,19,Medium,Hard,Great job! Keep progressing.
U004407,Child,Advanced,E103,American Revolution,Revolution,Medium,Challenge,Which country did America gain independence from?,Britain,Britain,1,6,Yes,1,16,Medium,Hard,Consider revising this concept.
U004408,Teen,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Who was the first President of the United States?,George Washington,George Washington,1,38,No,1,20,High,Hard,Consider revising this concept.
U004409,Child,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Name the person who was the first President of the United States?,George Washington,George Washington,1,28,No,1,20,High,Hard,You're improving steadily.
U004410,Adult,Intermediate,E103,American Revolution,Revolution,Easy,Simulation,Identify which country did America gain independence from?,1945,Britain,0,14,No,3,5,Medium,Easy,Consider revising this concept.
U004411,Adult,Advanced,E104,Cold War,Politics,Medium,Simulation,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,29,Yes,1,14,Medium,Hard,Consider revising this concept.
U004412,Adult,Advanced,E105,Indus Valley Civilization,Culture,Medium,Simulation,Identify which river was central to this civilization?,Indus,Indus,1,30,No,3,14,High,Hard,"Good effort, review the topic."
U004413,Teen,Advanced,E101,French Revolution,Revolution,Easy,Quiz,When did the French Revolution begin?,1789,1789,1,34,Yes,1,16,High,Medium,"Good effort, review the topic."
U004414,Child,Intermediate,E104,Cold War,Politics,Hard,Challenge,What was the Truman Doctrine?,Random guess,Policy to contain communism,0,5,Yes,2,2,Medium,Easy,"Good effort, review the topic."
U004415,Child,Intermediate,E105,Indus Valley Civilization,Culture,Hard,Challenge,Identify which river was central to this civilization?,Indus,Indus,1,14,Yes,2,15,High,Hard,You're improving steadily.
U004416,Child,Intermediate,E102,World War II,War,Easy,Simulation,What ended World War II in Japan?,Atomic bombings,Atomic bombings,1,12,No,1,18,High,Medium,Great job! Keep progressing.
U004417,Child,Beginner,E101,French Revolution,Revolution,Medium,Quiz,What was the main cause of the French Revolution?,France,Economic inequality,0,30,Yes,2,4,Low,Easy,Consider revising this concept.
U004418,Teen,Advanced,E101,French Revolution,Revolution,Easy,Quiz,Can you tell what was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,23,Yes,3,19,Medium,Medium,Excellent understanding!
U004419,Teen,Advanced,E103,American Revolution,Revolution,Easy,Simulation,What year was the Declaration of Independence signed?,1776,1776,1,19,Yes,2,11,Low,Medium,You're improving steadily.
U004420,Adult,Intermediate,E104,Cold War,Politics,Medium,Quiz,Can you tell what was the Truman Doctrine?,Policy to contain communism,Policy to contain communism,1,34,Yes,3,16,Low,Hard,Excellent understanding!
U004421,Adult,Advanced,E105,Indus Valley Civilization,Culture,Hard,Challenge,Can you tell what was a key feature of Indus cities?,Random guess,Advanced drainage,0,37,Yes,1,8,Low,Easy,"Good effort, review the topic."
U004422,Adult,Advanced,E102,World War II,War,Medium,Challenge,Name the person who was the leader of Nazi Germany?,Adolf Hitler,Adolf Hitler,1,38,No,2,18,Medium,Hard,"Good effort, review the topic."
U004423,Child,Beginner,E103,American Revolution,Revolution,Easy,Challenge,Identify which country did America gain independence from?,Britain,Britain,1,23,Yes,1,15,Medium,Medium,Great job! Keep progressing.
U004424,Adult,Advanced,E104,Cold War,Politics,Hard,Quiz,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,9,No,1,16,Low,Hard,Excellent understanding!
U004425,Child,Advanced,E102,World War II,War,Medium,Quiz,Which country invaded Poland in 1939?,France,Germany,0,28,Yes,3,3,High,Easy,Excellent understanding!
U004426,Child,Advanced,E105,Indus Valley Civilization,Culture,Easy,Challenge,What type of writing system did they use?,1945,Undeciphered script,0,17,No,2,6,Medium,Easy,"Good effort, review the topic."
U004427,Adult,Beginner,E105,Indus Valley Civilization,Culture,Medium,Simulation,What type of writing system did they use?,Undeciphered script,Undeciphered script,1,27,No,1,18,High,Hard,"Good effort, review the topic."
U004428,Adult,Beginner,E103,American Revolution,Revolution,Hard,Simulation,Which country did America gain independence from?,Britain,Britain,1,11,No,1,16,Medium,Hard,You're improving steadily.
U004429,Adult,Intermediate,E101,French Revolution,Revolution,Hard,Quiz,Can you tell what was the main cause of the French Revolution?,Economic inequality,Economic inequality,1,23,Yes,3,18,High,Hard,Great job! Keep progressing.
U004430,Child,Beginner,E103,American Revolution,Revolution,Medium,Challenge,Name the person who was the first President of the United States?,George Washington,George Washington,1,5,Yes,3,15,Medium,Hard,"Good effort, review the topic."
U004431,Child,Advanced,E103,American Revolution,Revolution,Hard,Challenge,Who was the first President of the United States?,George Washington,George Washington,1,17,No,1,13,Low,Hard,You're improving steadily.
U004432,Child,Beginner,E103,American Revolution,Revolution,Hard,Simulation,Which country did America gain independence from?,Britain,Britain,1,11,Yes,1,16,Medium,Hard,Great job! Keep progressing.
U004433,Child,Beginner,E101,French Revolution,Revolution,Easy,Simulation,Can you tell what was the main cause of the French Revolution?,I don't know,Economic inequality,0,7,No,1,7,Medium,Easy,Consider revising this concept.
U004434,Teen,Advanced,E104,Cold War,Politics,Easy,Quiz,Which wall divided Berlin?,Berlin Wall,Berlin Wall,1,23,No,1,12,Low,Medium,"Good effort, review the topic."
U004435,Teen,Advanced,E101,French Revolution,Revolution,Hard,Quiz,When did the French Revolution begin?,1789,1789,1,14,Yes,1,18,Low,Hard,Great job! Keep progressing.
U004436,Child,Intermediate,E102,World War II,War,Medium,Quiz,What ended World War II in Japan?,Atomic bombings,Atomic bombings,1,22,Yes,2,19,Low,Hard,Great job! Keep progressing.
U004437,Adult,Beginner,E101,French Revolution,Revolution,Easy,Challenge,When did the French Revolution begin?,1789,1789,1,34,Yes,1,19,Medium,Medium,Great job! Keep progressing.
U004438,Child,Intermediate,E101,French Revolution,Revolution,Hard,Quiz,Who was executed during the Reign of Terror?,Louis XVI,Louis XVI,1,26,Yes,3,11,Medium,Hard,Consider revising this concept.
U004439,Teen,Advanced,E105,Indus Valley Civilization,Culture,Easy,Quiz,What was a key feature of Indus cities?,1945,Advanced drainage,0,20,No,3,6,Medium,Easy,"Good effort, review the topic."
