age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Teen,Advanced,American Revolution,Revolution,Hard,Simulation,What was the outcome of American Revolution? (ID-1040),strategic decision,1,6,No,3,Hard
Teen,Advanced,Roman Empire,Politics,Medium,Simulation,Who were key figures in Roman Empire? (ID-1444),strategic decision,0,31,No,3,Easy
Adult,Intermediate,Indus Valley Civilization,Culture,Hard,Simulation,What were the consequences of Indus Valley Civilization? (ID-786),strategic decision,0,19,Yes,1,Medium
Teen,Beginner,World War II,War,Hard,Quiz,What role did leadership play in World War II? (ID-858),1945,0,33,Yes,1,Medium
Child,Beginner,World War II,War,Hard,Challenge,What caused World War II? (ID-3),historical explanation,0,13,Yes,3,Medium
Child,Advanced,World War II,War,Easy,Challenge,What caused World War II? (ID-1303),historical explanation,1,39,No,1,Medium
Teen,Beginner,Cold War,Politics,Easy,Simulation,What were the consequences of Cold War? (ID-869),strategic decision,1,5,No,3,Medium
Adult,Advanced,Indus Valley Civilization,Culture,Medium,Simulation,What were the consequences of Indus Valley Civilization? (ID-466),strategic decision,1,16,Yes,1,Hard
Teen,Advanced,American Revolution,Revolution,Hard,Simulation,What were the consequences of American Revolution? (ID-399),strategic decision,1,35,Yes,3,Hard
Teen,Intermediate,French Revolution,Revolution,Medium,Quiz,What was the outcome of French Revolution? (ID-973),1939,1,21,No,3,Hard
Child,Intermediate,Industrial Revolution,Culture,Hard,Quiz,Who were key figures in Industrial Revolution? (ID-873),1914,0,23,No,3,Medium
Teen,Advanced,Indus Valley Civilization,Culture,Hard,Simulation,Who were key figures in Indus Valley Civilization? (ID-1159),strategic decision,0,6,Yes,1,Medium
Adult,Beginner,Roman Empire,Politics,Hard,Challenge,What caused Roman Empire? (ID-452),historical explanation,0,11,Yes,2,Medium
Adult,Intermediate,World War I,War,Easy,Quiz,What caused World War I? (ID-112),1945,1,14,Yes,1,Medium
Teen,Beginner,World War II,War,Medium,Simulation,What role did leadership play in World War II? (ID-1304),strategic decision,0,35,No,1,Easy
Teen,Advanced,World War II,War,Hard,Simulation,What was the outcome of World War II? (ID-1256),strategic decision,0,10,Yes,2,Medium
Adult,Beginner,French Revolution,Revolution,Medium,Quiz,What caused French Revolution? (ID-776),1914,1,27,Yes,3,Hard
Adult,Advanced,American Revolution,Revolution,Hard,Quiz,Explain the impact of American Revolution (ID-250),1789,1,24,Yes,2,Hard
Adult,Beginner,World War I,War,Easy,Simulation,What caused World War I? (ID-538),strategic decision,1,29,Yes,1,Medium
Adult,Beginner,World War I,War,Medium,Simulation,Why is World War I important? (ID-1470),strategic decision,0,33,Yes,3,Easy
Child,Advanced,Industrial Revolution,Culture,Medium,Challenge,Who were key figures in Industrial Revolution? (ID-210),historical explanation,1,25,Yes,3,Hard
Teen,Beginner,Roman Empire,Politics,Easy,Challenge,How did Roman Empire influence society? (ID-474),historical explanation,0,15,Yes,3,Easy
Child,Intermediate,French Revolution,Revolution,Easy,Simulation,How did French Revolution influence society? (ID-82),strategic decision,1,22,No,2,Medium
Child,Advanced,American Revolution,Revolution,Easy,Challenge,What was the outcome of American Revolution? (ID-835),historical explanation,1,14,Yes,1,Medium
Child,Advanced,American Revolution,Revolution,Medium,Quiz,Who were key figures in American Revolution? (ID-202),1776,0,12,No,3,Easy
Teen,Intermediate,Ancient Egypt,Culture,Easy,Quiz,What role did leadership play in Ancient Egypt? (ID-329),1914,0,19,Yes,2,Easy
Child,Beginner,World War II,War,Hard,Simulation,What were the consequences of World War II? (ID-963),strategic decision,1,7,No,1,Hard
Adult,Beginner,Industrial Revolution,Culture,Hard,Challenge,Explain the impact of Industrial Revolution (ID-768),historical explanation,0,31,Yes,3,Medium
Adult,Beginner,World War II,War,Easy,Quiz,Describe key events of World War II (ID-597),1939,0,37,Yes,2,Easy
Adult,Beginner,Indus Valley Civilization,Culture,Medium,Challenge,Why is Indus Valley Civilization important? (ID-795),historical explanation,1,22,Yes,1,Hard
Child,Beginner,Industrial Revolution,Culture,Medium,Quiz,What was the outcome of Industrial Revolution? (ID-519),1776,1,17,Yes,3,Hard
Child,Beginner,World War II,War,Hard,Quiz,How did World War II influence society? (ID-344),1939,0,36,No,1,Medium
Adult,Intermediate,French Revolution,Revolution,Hard,Challenge,What were the consequences of French Revolution? (ID-1219),historical explanation,1,16,No,2,Hard
Adult,Intermediate,Ancient Egypt,Culture,Easy,Challenge,What caused Ancient Egypt? (ID-1151),historical explanation,1,11,Yes,3,Medium
Child,Advanced,World War I,War,Hard,Simulation,What was the outcome of World War I? (ID-198),strategic decision,1,33,No,2,Hard
Adult,Advanced,French Revolution,Revolution,Medium,Quiz,Describe key events of French Revolution (ID-974),1789,1,26,Yes,3,Hard
Child,Advanced,Indus Valley Civilization,Culture,Easy,Quiz,What caused Indus Valley Civilization? (ID-333),1945,1,28,Yes,2,Medium
Adult,Advanced,Cold War,Politics,Hard,Quiz,Who were key figures in Cold War? (ID-1198),1914,0,35,Yes,1,Medium
Adult,Advanced,French Revolution,Revolution,Medium,Challenge,Explain the impact of French Revolution (ID-488),historical explanation,1,37,Yes,2,Hard
Adult,Intermediate,French Revolution,Revolution,Hard,Challenge,How did French Revolution influence society? (ID-549),historical explanation,0,31,No,3,Medium
Child,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,Describe key events of Indus Valley Civilization (ID-509),1789,0,19,No,2,Easy
Child,Intermediate,Roman Empire,Politics,Easy,Challenge,What caused Roman Empire? (ID-1287),historical explanation,1,21,Yes,1,Medium
Adult,Advanced,Roman Empire,Politics,Hard,Challenge,How did Roman Empire influence society? (ID-1034),historical explanation,0,20,Yes,1,Medium
Adult,Intermediate,Cold War,Politics,Medium,Challenge,Explain the impact of Cold War (ID-1243),historical explanation,0,9,No,2,Easy
Child,Intermediate,Roman Empire,Politics,Medium,Challenge,What role did leadership play in Roman Empire? (ID-1216),historical explanation,0,11,No,3,Easy
Child,Advanced,World War I,War,Medium,Quiz,Who were key figures in World War I? (ID-92),1914,1,8,Yes,3,Hard
Adult,Beginner,Industrial Revolution,Culture,Hard,Challenge,How did Industrial Revolution influence society? (ID-192),historical explanation,0,18,No,3,Medium
Adult,Advanced,Roman Empire,Politics,Medium,Challenge,How did Roman Empire influence society? (ID-474),historical explanation,1,7,Yes,3,Hard
Child,Advanced,World War I,War,Easy,Challenge,Describe key events of World War I (ID-412),historical explanation,1,7,No,1,Medium
Adult,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,What was the outcome of Indus Valley Civilization? (ID-708),historical explanation,1,12,No,3,Medium
Child,Intermediate,Cold War,Politics,Easy,Quiz,How did Cold War influence society? (ID-345),1939,1,25,Yes,3,Medium
Teen,Beginner,Ancient Egypt,Culture,Medium,Quiz,When did Ancient Egypt begin? (ID-840),1914,0,11,No,1,Easy
Adult,Intermediate,World War I,War,Hard,Quiz,Why is World War I important? (ID-1155),1789,1,30,Yes,1,Hard
Teen,Intermediate,World War II,War,Medium,Simulation,What role did leadership play in World War II? (ID-950),strategic decision,0,17,Yes,3,Easy
Child,Intermediate,Indus Valley Civilization,Culture,Medium,Quiz,When did Indus Valley Civilization begin? (ID-1343),1914,1,23,No,3,Hard
Teen,Beginner,American Revolution,Revolution,Hard,Simulation,What caused American Revolution? (ID-702),strategic decision,0,6,No,1,Medium
Child,Beginner,World War I,War,Hard,Challenge,Explain the impact of World War I (ID-1050),historical explanation,0,26,Yes,1,Medium
Child,Intermediate,Cold War,Politics,Hard,Challenge,What caused Cold War? (ID-803),historical explanation,0,12,No,2,Medium
Adult,Beginner,American Revolution,Revolution,Easy,Challenge,Who were key figures in American Revolution? (ID-387),historical explanation,1,31,Yes,3,Medium
Adult,Beginner,Roman Empire,Politics,Medium,Challenge,What caused Roman Empire? (ID-1287),historical explanation,0,37,No,1,Easy
Teen,Advanced,Industrial Revolution,Culture,Hard,Quiz,What were the consequences of Industrial Revolution? (ID-437),1776,1,34,Yes,1,Hard
Child,Intermediate,Cold War,Politics,Medium,Simulation,Describe key events of Cold War (ID-308),strategic decision,1,10,Yes,1,Hard
Adult,Beginner,Industrial Revolution,Culture,Medium,Simulation,Describe key events of Industrial Revolution (ID-1161),strategic decision,0,24,No,2,Easy
Adult,Intermediate,Indus Valley Civilization,Culture,Hard,Challenge,When did Indus Valley Civilization begin? (ID-510),historical explanation,1,14,No,2,Hard
Child,Advanced,World War I,War,Hard,Quiz,Describe key events of World War I (ID-806),1939,1,23,No,1,Hard
Child,Advanced,American Revolution,Revolution,Hard,Simulation,Why is American Revolution important? (ID-409),strategic decision,1,9,No,2,Hard
Child,Beginner,American Revolution,Revolution,Easy,Quiz,Who were key figures in American Revolution? (ID-726),1789,1,11,No,3,Medium
Teen,Advanced,Roman Empire,Politics,Hard,Challenge,Who were key figures in Roman Empire? (ID-385),historical explanation,1,29,No,1,Hard
Teen,Advanced,Industrial Revolution,Culture,Easy,Simulation,What were the consequences of Industrial Revolution? (ID-1443),strategic decision,1,28,No,3,Medium
Adult,Beginner,World War II,War,Easy,Challenge,How did World War II influence society? (ID-1245),historical explanation,1,30,Yes,2,Medium
Adult,Intermediate,Cold War,Politics,Hard,Challenge,How did Cold War influence society? (ID-910),historical explanation,0,33,No,2,Medium
Child,Advanced,Industrial Revolution,Culture,Easy,Simulation,Explain the impact of Industrial Revolution (ID-871),strategic decision,1,16,Yes,3,Medium
Adult,Beginner,World War I,War,Easy,Quiz,What was the outcome of World War I? (ID-479),1914,1,38,Yes,1,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Challenge,Describe key events of Industrial Revolution (ID-521),historical explanation,1,32,Yes,1,Hard
Adult,Advanced,American Revolution,Revolution,Medium,Simulation,What were the consequences of American Revolution? (ID-1305),strategic decision,1,7,Yes,1,Hard
Adult,Advanced,World War II,War,Hard,Quiz,What role did leadership play in World War II? (ID-838),1789,1,14,Yes,1,Hard
Adult,Advanced,American Revolution,Revolution,Medium,Challenge,What caused American Revolution? (ID-643),historical explanation,1,13,No,2,Hard
Child,Beginner,World War II,War,Easy,Quiz,Describe key events of World War II (ID-160),1914,0,8,No,1,Easy
Child,Beginner,Cold War,Politics,Medium,Quiz,Describe key events of Cold War (ID-1413),1945,0,24,Yes,2,Easy
Teen,Intermediate,French Revolution,Revolution,Hard,Challenge,How did French Revolution influence society? (ID-1339),historical explanation,1,13,Yes,2,Hard
Teen,Intermediate,Ancient Egypt,Culture,Medium,Quiz,Describe key events of Ancient Egypt (ID-1468),1914,0,27,Yes,1,Easy
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,What caused Indus Valley Civilization? (ID-100),historical explanation,1,37,No,3,Medium
Child,Advanced,World War I,War,Easy,Quiz,Describe key events of World War I (ID-460),1945,1,34,Yes,1,Medium
Teen,Intermediate,Cold War,Politics,Hard,Simulation,When did Cold War begin? (ID-1285),strategic decision,0,30,No,1,Medium
Child,Advanced,American Revolution,Revolution,Hard,Challenge,Describe key events of American Revolution (ID-554),historical explanation,0,21,No,3,Medium
Child,Beginner,World War I,War,Medium,Simulation,Why is World War I important? (ID-994),strategic decision,0,31,No,3,Easy
Adult,Advanced,French Revolution,Revolution,Easy,Challenge,What role did leadership play in French Revolution? (ID-781),historical explanation,0,9,No,1,Easy
Child,Advanced,Roman Empire,Politics,Easy,Challenge,What caused Roman Empire? (ID-446),historical explanation,1,19,No,3,Medium
Teen,Beginner,Industrial Revolution,Culture,Easy,Quiz,What were the consequences of Industrial Revolution? (ID-194),1914,0,32,Yes,2,Easy
Child,Advanced,Industrial Revolution,Culture,Hard,Simulation,Explain the impact of Industrial Revolution (ID-300),strategic decision,1,10,Yes,3,Hard
Teen,Advanced,World War I,War,Easy,Challenge,What was the outcome of World War I? (ID-1214),historical explanation,1,21,No,1,Medium
Child,Advanced,Industrial Revolution,Culture,Medium,Quiz,What role did leadership play in Industrial Revolution? (ID-998),1939,0,33,No,2,Easy
Child,Intermediate,Cold War,Politics,Hard,Challenge,What were the consequences of Cold War? (ID-869),historical explanation,1,32,Yes,3,Hard
Teen,Intermediate,Industrial Revolution,Culture,Hard,Challenge,What was the outcome of Industrial Revolution? (ID-272),historical explanation,0,7,Yes,1,Medium
Teen,Beginner,Roman Empire,Politics,Hard,Quiz,When did Roman Empire begin? (ID-507),1945,0,33,Yes,3,Medium
Teen,Intermediate,Ancient Egypt,Culture,Hard,Challenge,When did Ancient Egypt begin? (ID-275),historical explanation,0,21,Yes,1,Medium
Adult,Beginner,World War I,War,Medium,Simulation,Who were key figures in World War I? (ID-26),strategic decision,0,30,Yes,3,Easy
Adult,Intermediate,Roman Empire,Politics,Medium,Simulation,Who were key figures in Roman Empire? (ID-648),strategic decision,0,16,Yes,3,Easy
Teen,Advanced,Industrial Revolution,Culture,Medium,Challenge,Who were key figures in Industrial Revolution? (ID-1252),historical explanation,1,31,Yes,1,Hard
Adult,Advanced,Roman Empire,Politics,Medium,Quiz,What caused Roman Empire? (ID-1075),1776,1,36,No,2,Hard
Teen,Beginner,French Revolution,Revolution,Easy,Challenge,What was the outcome of French Revolution? (ID-148),historical explanation,0,36,Yes,1,Easy
Teen,Advanced,Roman Empire,Politics,Hard,Quiz,How did Roman Empire influence society? (ID-1344),1789,0,24,No,2,Medium
Child,Beginner,World War II,War,Easy,Simulation,Who were key figures in World War II? (ID-219),strategic decision,1,18,Yes,2,Medium
Child,Intermediate,World War II,War,Easy,Challenge,Why is World War II important? (ID-1429),historical explanation,1,12,No,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Easy,Simulation,What caused Industrial Revolution? (ID-195),strategic decision,1,33,Yes,2,Medium
Child,Advanced,Ancient Egypt,Culture,Hard,Simulation,Explain the impact of Ancient Egypt (ID-756),strategic decision,1,32,No,1,Hard
Child,Intermediate,World War II,War,Hard,Challenge,Describe key events of World War II (ID-19),historical explanation,0,5,No,1,Medium
Child,Advanced,Indus Valley Civilization,Culture,Medium,Simulation,Describe key events of Indus Valley Civilization (ID-929),strategic decision,1,12,Yes,2,Hard
Child,Advanced,World War I,War,Medium,Challenge,When did World War I begin? (ID-417),historical explanation,1,23,No,3,Hard
Child,Intermediate,American Revolution,Revolution,Easy,Challenge,Who were key figures in American Revolution? (ID-387),historical explanation,1,20,No,3,Medium
Child,Intermediate,Cold War,Politics,Hard,Challenge,What caused Cold War? (ID-1390),historical explanation,1,39,Yes,3,Hard
Teen,Intermediate,Industrial Revolution,Culture,Hard,Challenge,Explain the impact of Industrial Revolution (ID-1115),historical explanation,1,22,No,1,Hard
Teen,Advanced,Roman Empire,Politics,Medium,Simulation,What was the outcome of Roman Empire? (ID-565),strategic decision,1,14,No,3,Hard
Teen,Intermediate,French Revolution,Revolution,Easy,Challenge,How did French Revolution influence society? (ID-163),historical explanation,1,13,No,2,Medium
Adult,Intermediate,Industrial Revolution,Culture,Easy,Quiz,Who were key figures in Industrial Revolution? (ID-954),1776,1,17,No,2,Medium
Child,Beginner,Indus Valley Civilization,Culture,Hard,Quiz,Explain the impact of Indus Valley Civilization (ID-69),1939,0,25,Yes,1,Medium
Child,Beginner,French Revolution,Revolution,Medium,Challenge,What were the consequences of French Revolution? (ID-1329),historical explanation,0,30,Yes,2,Easy
Adult,Beginner,Cold War,Politics,Medium,Simulation,Describe key events of Cold War (ID-1250),strategic decision,1,30,No,3,Hard
Child,Intermediate,Roman Empire,Politics,Easy,Quiz,How did Roman Empire influence society? (ID-686),1939,1,18,Yes,2,Medium
Teen,Beginner,World War I,War,Hard,Simulation,Describe key events of World War I (ID-384),strategic decision,0,18,No,2,Medium
Teen,Advanced,World War I,War,Hard,Simulation,How did World War I influence society? (ID-746),strategic decision,0,23,No,2,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Challenge,Who were key figures in American Revolution? (ID-744),historical explanation,1,16,No,2,Hard
Child,Advanced,Industrial Revolution,Culture,Hard,Simulation,Who were key figures in Industrial Revolution? (ID-1308),strategic decision,0,30,No,1,Medium
Adult,Beginner,Roman Empire,Politics,Hard,Simulation,Describe key events of Roman Empire (ID-1162),strategic decision,0,24,No,3,Medium
Adult,Beginner,World War I,War,Medium,Quiz,What caused World War I? (ID-558),1789,1,34,No,2,Hard
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Simulation,What were the consequences of Indus Valley Civilization? (ID-875),strategic decision,1,39,No,2,Medium
Adult,Intermediate,Industrial Revolution,Culture,Hard,Challenge,When did Industrial Revolution begin? (ID-1340),historical explanation,0,7,Yes,2,Medium
Adult,Advanced,Cold War,Politics,Medium,Quiz,Explain the impact of Cold War (ID-1243),1914,1,30,No,1,Hard
Child,Intermediate,French Revolution,Revolution,Hard,Challenge,What were the consequences of French Revolution? (ID-1157),historical explanation,1,20,No,3,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,Explain the impact of Indus Valley Civilization (ID-445),1776,0,23,No,3,Easy
Child,Advanced,World War I,War,Medium,Challenge,What caused World War I? (ID-403),historical explanation,1,33,No,1,Hard
Child,Beginner,American Revolution,Revolution,Easy,Simulation,Explain the impact of American Revolution (ID-1268),strategic decision,1,10,No,1,Medium
Teen,Intermediate,Roman Empire,Politics,Easy,Quiz,How did Roman Empire influence society? (ID-785),1939,1,14,No,3,Medium
Child,Intermediate,French Revolution,Revolution,Hard,Quiz,Who were key figures in French Revolution? (ID-31),1776,1,35,No,1,Hard
Adult,Beginner,Ancient Egypt,Culture,Hard,Quiz,Describe key events of Ancient Egypt (ID-1330),1776,1,10,No,1,Hard
Adult,Intermediate,French Revolution,Revolution,Hard,Simulation,Who were key figures in French Revolution? (ID-857),strategic decision,1,13,Yes,2,Hard
Adult,Intermediate,Cold War,Politics,Easy,Simulation,Describe key events of Cold War (ID-1109),strategic decision,1,26,Yes,3,Medium
Teen,Beginner,Cold War,Politics,Medium,Challenge,What role did leadership play in Cold War? (ID-181),historical explanation,0,17,No,3,Easy
Teen,Intermediate,Industrial Revolution,Culture,Hard,Quiz,How did Industrial Revolution influence society? (ID-279),1789,0,27,No,1,Medium
Teen,Advanced,World War II,War,Hard,Simulation,Explain the impact of World War II (ID-1142),strategic decision,0,15,No,1,Medium
Child,Beginner,French Revolution,Revolution,Medium,Simulation,What was the outcome of French Revolution? (ID-375),strategic decision,0,14,No,1,Easy
Adult,Intermediate,Industrial Revolution,Culture,Easy,Challenge,What role did leadership play in Industrial Revolution? (ID-836),historical explanation,1,25,No,1,Medium
Teen,Advanced,French Revolution,Revolution,Easy,Simulation,Describe key events of French Revolution (ID-18),strategic decision,1,23,Yes,3,Medium
Adult,Beginner,Roman Empire,Politics,Easy,Quiz,What was the outcome of Roman Empire? (ID-692),1945,1,33,No,1,Medium
Adult,Beginner,Industrial Revolution,Culture,Hard,Challenge,What role did leadership play in Industrial Revolution? (ID-848),historical explanation,1,32,Yes,3,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Hard,Challenge,Describe key events of Indus Valley Civilization (ID-942),historical explanation,0,34,No,3,Medium
Teen,Advanced,Indus Valley Civilization,Culture,Hard,Challenge,Why is Indus Valley Civilization important? (ID-1168),historical explanation,1,11,No,3,Hard
Teen,Beginner,Cold War,Politics,Hard,Quiz,What role did leadership play in Cold War? (ID-1052),1776,0,35,No,3,Medium
Child,Advanced,Cold War,Politics,Medium,Simulation,Why is Cold War important? (ID-843),strategic decision,0,20,No,3,Easy
Child,Intermediate,Cold War,Politics,Easy,Simulation,Explain the impact of Cold War (ID-780),strategic decision,1,34,No,3,Medium
Child,Advanced,American Revolution,Revolution,Hard,Simulation,When did American Revolution begin? (ID-484),strategic decision,1,8,Yes,2,Hard
Teen,Advanced,American Revolution,Revolution,Hard,Simulation,What role did leadership play in American Revolution? (ID-900),strategic decision,1,20,No,1,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,Why is Indus Valley Civilization important? (ID-1299),historical explanation,1,8,No,1,Medium
Child,Beginner,French Revolution,Revolution,Medium,Challenge,When did French Revolution begin? (ID-1164),historical explanation,0,14,Yes,2,Easy
Child,Advanced,World War II,War,Hard,Challenge,What were the consequences of World War II? (ID-968),historical explanation,1,35,No,2,Hard
Teen,Intermediate,World War II,War,Medium,Simulation,Why is World War II important? (ID-73),strategic decision,1,23,No,1,Hard
Teen,Beginner,French Revolution,Revolution,Hard,Quiz,Describe key events of French Revolution (ID-89),1945,0,29,No,2,Medium
Teen,Beginner,Roman Empire,Politics,Medium,Challenge,What role did leadership play in Roman Empire? (ID-717),historical explanation,0,33,Yes,2,Easy
Child,Beginner,Roman Empire,Politics,Hard,Quiz,Explain the impact of Roman Empire (ID-1463),1789,0,37,No,2,Medium
Adult,Advanced,World War II,War,Medium,Challenge,How did World War II influence society? (ID-344),historical explanation,1,28,No,2,Hard
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Quiz,What was the outcome of Indus Valley Civilization? (ID-1121),1776,1,17,Yes,3,Medium
Teen,Intermediate,American Revolution,Revolution,Medium,Simulation,What was the outcome of American Revolution? (ID-355),strategic decision,1,17,Yes,1,Hard
Teen,Advanced,World War I,War,Medium,Simulation,Why is World War I important? (ID-114),strategic decision,1,5,No,3,Hard
Child,Beginner,Ancient Egypt,Culture,Easy,Quiz,What role did leadership play in Ancient Egypt? (ID-178),1776,1,40,No,1,Medium
Adult,Intermediate,American Revolution,Revolution,Medium,Challenge,Who were key figures in American Revolution? (ID-560),historical explanation,1,37,Yes,1,Hard
Adult,Intermediate,Industrial Revolution,Culture,Medium,Simulation,What role did leadership play in Industrial Revolution? (ID-461),strategic decision,1,22,No,1,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Hard,Simulation,Explain the impact of Indus Valley Civilization (ID-459),strategic decision,0,27,Yes,1,Medium
Adult,Beginner,World War I,War,Hard,Challenge,Describe key events of World War I (ID-1447),historical explanation,0,11,No,3,Medium
Child,Beginner,American Revolution,Revolution,Hard,Simulation,What caused American Revolution? (ID-997),strategic decision,0,22,No,2,Medium
Child,Intermediate,Ancient Egypt,Culture,Hard,Quiz,What role did leadership play in Ancient Egypt? (ID-1130),1939,1,30,No,2,Hard
Adult,Beginner,French Revolution,Revolution,Easy,Quiz,What were the consequences of French Revolution? (ID-895),1945,1,11,No,1,Medium
Adult,Intermediate,Indus Valley Civilization,Culture,Hard,Quiz,When did Indus Valley Civilization begin? (ID-1019),1914,1,37,No,1,Hard
Adult,Advanced,Ancient Egypt,Culture,Hard,Simulation,Who were key figures in Ancient Egypt? (ID-962),strategic decision,1,5,Yes,2,Hard
Child,Advanced,World War II,War,Medium,Quiz,When did World War II begin? (ID-1374),1776,1,16,No,3,Hard
Child,Intermediate,World War II,War,Easy,Simulation,When did World War II begin? (ID-532),strategic decision,1,26,No,2,Medium
Teen,Beginner,Roman Empire,Politics,Hard,Simulation,How did Roman Empire influence society? (ID-1452),strategic decision,1,12,Yes,3,Hard
Child,Advanced,World War II,War,Hard,Simulation,When did World War II begin? (ID-203),strategic decision,1,26,No,3,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,Describe key events of Indus Valley Civilization (ID-942),1939,1,15,No,3,Hard
Child,Advanced,French Revolution,Revolution,Medium,Challenge,Why is French Revolution important? (ID-56),historical explanation,1,13,No,1,Hard
Child,Beginner,Roman Empire,Politics,Medium,Simulation,Explain the impact of Roman Empire (ID-481),strategic decision,0,10,No,2,Easy
Adult,Intermediate,World War I,War,Medium,Challenge,Why is World War I important? (ID-718),historical explanation,0,31,Yes,3,Easy
Child,Advanced,Indus Valley Civilization,Culture,Hard,Challenge,When did Indus Valley Civilization begin? (ID-619),historical explanation,1,9,Yes,1,Hard
Child,Beginner,World War I,War,Hard,Simulation,Who were key figures in World War I? (ID-1170),strategic decision,0,19,No,2,Medium
Adult,Intermediate,Cold War,Politics,Medium,Challenge,Why is Cold War important? (ID-495),historical explanation,0,19,No,3,Easy
Adult,Intermediate,Cold War,Politics,Easy,Quiz,What caused Cold War? (ID-1169),1945,1,10,Yes,3,Medium
Adult,Advanced,Roman Empire,Politics,Hard,Challenge,What caused Roman Empire? (ID-155),historical explanation,0,24,No,3,Medium
Child,Advanced,American Revolution,Revolution,Hard,Challenge,Explain the impact of American Revolution (ID-1356),historical explanation,1,19,No,2,Hard
Teen,Intermediate,World War I,War,Medium,Quiz,Explain the impact of World War I (ID-1486),1914,0,25,Yes,1,Easy
Teen,Intermediate,French Revolution,Revolution,Easy,Challenge,What was the outcome of French Revolution? (ID-148),historical explanation,1,13,No,3,Medium
Teen,Beginner,Indus Valley Civilization,Culture,Easy,Challenge,When did Indus Valley Civilization begin? (ID-984),historical explanation,0,22,No,3,Easy
Adult,Advanced,Roman Empire,Politics,Easy,Quiz,What was the outcome of Roman Empire? (ID-543),1776,1,29,No,1,Medium
Adult,Intermediate,World War I,War,Medium,Challenge,What caused World War I? (ID-902),historical explanation,0,39,No,3,Easy
Teen,Beginner,Ancient Egypt,Culture,Medium,Quiz,Who were key figures in Ancient Egypt? (ID-962),1914,0,38,No,2,Easy
Teen,Beginner,Ancient Egypt,Culture,Medium,Challenge,Describe key events of Ancient Egypt (ID-642),historical explanation,1,15,Yes,1,Hard
Adult,Intermediate,Roman Empire,Politics,Hard,Simulation,Describe key events of Roman Empire (ID-1129),strategic decision,1,33,No,1,Hard
Adult,Intermediate,Indus Valley Civilization,Culture,Medium,Challenge,Explain the impact of Indus Valley Civilization (ID-1265),historical explanation,1,5,No,2,Hard
Child,Advanced,Roman Empire,Politics,Easy,Simulation,What was the outcome of Roman Empire? (ID-565),strategic decision,1,21,No,3,Medium
Adult,Advanced,French Revolution,Revolution,Easy,Challenge,When did French Revolution begin? (ID-428),historical explanation,1,34,No,2,Medium
Child,Advanced,World War I,War,Medium,Simulation,What were the consequences of World War I? (ID-736),strategic decision,1,25,Yes,1,Hard
Teen,Advanced,Cold War,Politics,Hard,Challenge,What role did leadership play in Cold War? (ID-276),historical explanation,0,15,No,2,Medium
Adult,Advanced,Ancient Egypt,Culture,Medium,Challenge,What caused Ancient Egypt? (ID-486),historical explanation,1,31,No,2,Hard
Adult,Intermediate,American Revolution,Revolution,Medium,Challenge,Why is American Revolution important? (ID-66),historical explanation,1,37,No,1,Hard
Teen,Intermediate,Indus Valley Civilization,Culture,Hard,Simulation,What were the consequences of Indus Valley Civilization? (ID-183),strategic decision,0,29,Yes,2,Medium
Teen,Advanced,Cold War,Politics,Easy,Quiz,When did Cold War begin? (ID-1275),1776,1,29,No,2,Medium
Teen,Beginner,American Revolution,Revolution,Hard,Challenge,What was the outcome of American Revolution? (ID-280),historical explanation,0,38,No,1,Medium
Teen,Intermediate,World War I,War,Medium,Simulation,How did World War I influence society? (ID-1375),strategic decision,0,27,No,3,Easy
Child,Advanced,Cold War,Politics,Medium,Simulation,Describe key events of Cold War (ID-142),strategic decision,0,10,No,3,Easy
Adult,Beginner,World War I,War,Medium,Quiz,What role did leadership play in World War I? (ID-1380),1914,0,17,No,3,Easy
Child,Advanced,Ancient Egypt,Culture,Medium,Quiz,What was the outcome of Ancient Egypt? (ID-152),1789,1,25,No,2,Hard
Child,Intermediate,Cold War,Politics,Hard,Simulation,When did Cold War begin? (ID-1175),strategic decision,0,8,No,2,Medium
Child,Intermediate,Roman Empire,Politics,Medium,Simulation,What were the consequences of Roman Empire? (ID-1036),strategic decision,1,34,Yes,1,Hard
Teen,Beginner,American Revolution,Revolution,Hard,Quiz,What was the outcome of American Revolution? (ID-956),1776,0,15,No,2,Medium
Adult,Beginner,World War II,War,Easy,Challenge,What was the outcome of World War II? (ID-1139),historical explanation,0,15,No,1,Easy
Teen,Advanced,World War I,War,Medium,Challenge,What was the outcome of World War I? (ID-369),historical explanation,1,36,Yes,2,Hard
